chr,start,end,strand,name,nr reads,start region,end region,closest cg id,closest symbol
chr3L,202188,202378,-,s8007,2,3' UTRs,CDS,CG18374,Gyk
chr3L,22287997,22288167,-,s8008,2,3' UTRs,3' UTRs,CG5723,Ten-m
chr3L,2507287,2507512,-,s8009,2,3' UTRs,3' UTRs,CG16757,Spn
chr3L,2563819,2579520,-,s8010,2,CDS,CDS,CG16973,msn
chr3L,6197064,6197352,-,s8011,2,3' UTRs,CDS,CG10236,LanA
chr3L,6197067,6197389,-,s8012,2,3' UTRs,CDS,CG10236,LanA
chr3L,1029081,1029623,-,s8013,2,CDS,CDS,CG18214,trio
chr3L,1788340,1788912,-,s8014,2,CDS,5' UTRs,CG1977,alpha-Spec
chr3L,23995186,23995394,-,s8015,2,repeats (AS),repeats (AS),CG40053,CG40053
chr3L,8984502,8984681,-,s8016,2,3' UTRs,introns,CG5263,smg
chr3L,18871719,18871976,-,s8017,2,3' UTRs,3' UTRs,CG3961,CG3961
chr3L,23086796,23086978,-,s8018,2,3' UTRs,CDS,CG17521,Qm
chr3L,12404795,12407186,-,s8019,2,introns,5' UTRs,CG32103,CG32103
chr3L,358475,358904,-,s8020,2,3' UTRs,CDS,CG6905,CG6905
chr3L,14750005,14754174,-,s8021,2,5' UTRs,CDS,CG33261,Trl
chr3L,18871497,18871788,-,s8022,2,3' UTRs,3' UTRs,CG3961,CG3961
chr3L,19037405,19038703,-,s8023,2,CDS,other,CG11614,nkd
chr3L,2509763,2510575,-,s8024,2,CDS,CDS,CG16757,Spn
chr3L,5755228,5755422,-,s8025,2,3' UTRs,3' UTRs,CG10576,CG10576
chr3L,14970325,14970461,-,s8026,2,other,other,CG17166,mRpL39
chr3L,15131180,15131443,-,s8027,2,3' UTRs,CDS,CG6988,Pdi
chr3L,16119157,16119557,-,s8028,2,3' UTRs,CDS,CG5165,Pgm
chr3L,16397423,16397682,-,s8029,2,3' UTRs,3' UTRs,CG4609,fax
chr3L,22288271,22288527,-,s8030,2,3' UTRs,3' UTRs,CG5723,Ten-m
chr3L,2252998,2253177,-,s8031,2,3' UTRs,CDS,CG1275,CG1275
chr3L,21672489,21672675,-,s8032,2,CDS,5' UTRs,CG7158,CG7158
chr3L,20365181,20365389,-,s8033,2,CDS,CDS,CG5517,Ide
chr3L,23086777,23088109,-,s8034,2,3' UTRs,CDS,CG17521,Qm
chr3L,9370326,9370428,-,s8035,2,5' UTRs,5' UTRs,CG4183,Hsp26
chr3L,9887932,9888186,-,s8036,2,3' UTRs,3' UTRs,CG14164,CG14164
chr3L,16366697,16367321,-,s8037,2,3' UTRs,3' UTRs,CG16807,roq
chr3L,20148639,20149098,-,s8038,2,CDS,CDS,CG42674,CG42674
chr3L,8965334,8965723,-,s8039,2,3' UTRs,CDS,CG5651,pix
chr3L,9488468,9488903,-,s8040,2,3' UTRs,CDS,CG3424,path
chr3L,15812622,15812973,-,s8041,2,3' UTRs,3' UTRs,CG6169,Dcp2
chr3L,17158014,17160199,-,s8042,2,CDS,CDS,FBgn0052169,NA
chr3L,2078964,2092969,-,s8043,2,CDS,CDS,CG1915,sls
chr3L,19250520,19250651,-,s8044,2,3' UTRs,3' UTRs,CG9655,nes
chr3L,2046283,2051996,-,s8045,2,CDS,CDS,CG1915,sls
chr3L,4124028,4124212,-,s8046,2,3' UTRs,3' UTRs,CG14998,ens
chr3L,5793056,5793376,-,s8047,2,3' UTRs,3' UTRs,CG10539,S6k
chr3L,9099373,9099617,-,s8048,2,introns,introns,CG4760,bol
chr3L,6158578,6158833,-,s8049,2,other,other,CG10289,CG10289
chr3L,1716798,1720169,-,s8050,2,CDS,CDS,CG2086,drpr
chr3L,6685328,6685664,-,s8051,2,CDS,5' UTRs,CG10121,SP1173
chr3L,17745062,17745293,-,s8052,2,3' UTRs,3' UTRs,CG5992,Adgf-A
chr3L,187302,187636,-,s8053,2,other,other,CG34140,CG34140
chr3L,17900333,17905607,-,s8054,2,5' UTRs,5' UTRs,CG5290,CG5290
chr3L,19436617,19438904,-,s8055,2,introns,introns,CG33062,CG33062
chr3L,3416805,3458840,-,s8056,2,5' UTRs,CDS,CG1921,sty
chr3L,3417701,3432365,-,s8057,2,5' UTRs,CDS,CG10840,eIF5B
chr3L,15515461,15515680,-,s8058,2,CDS,CDS,CG7945,CG7945
chr3L,19416480,19470951,-,s8059,2,other,other,CG33062,CG33062
chr3L,19824794,19824980,-,s8060,2,3' UTRs,3' UTRs,CG8637,trc
chr3L,526557,557714,-,s8061,2,introns,introns (AS),CG13892,Cypl
chr3L,539900,551008,-,s8062,2,5' UTRs,introns (AS),CG13892,Cypl
chr3L,1300879,1300960,-,s8063,2,3' UTRs,3' UTRs,CG2248,Rac1
chr3L,16485057,16485336,-,s8064,2,3' UTRs,CDS,CG42514,CG42514
chr3L,19164611,19165138,-,s8065,2,introns,introns,CG9739,fz2
chr3L,22614998,22615323,-,s8066,2,repeats,repeats,CG14459,CG14459
chr3L,4291250,4291549,-,s8067,2,3' UTRs,CDS,CG15012,CG15012
chr3L,1141871,1174607,-,s8068,2,3' UTRs,5' UTRs,CG9102,bab2
chr3L,19078422,19098352,-,s8069,2,CDS,other,CG14080,Mkp3
chr3L,22320899,22321136,-,s8070,2,introns,introns,CG5723,Ten-m
chr3L,15131183,15131536,-,s8071,2,3' UTRs,CDS,CG6988,Pdi
chr3L,16367045,16367321,-,s8072,2,3' UTRs,3' UTRs,CG16807,roq
chr3L,1859447,1859638,-,s8073,2,3' UTRs,3' UTRs,CG1956,R
chr3L,22790616,22794841,-,s8074,2,3' UTRs,5' UTRs,CG11352,jim
chr3L,3416805,3416969,-,s8075,2,5' UTRs,5' UTRs,CG1921,sty
chr3L,4131122,4132212,-,s8076,2,CDS,CDS,CG14998,ens
chr3L,539900,551011,-,s8077,2,5' UTRs,introns (AS),CG13892,Cypl
chr3L,8674177,8727955,-,s8078,2,other,CDS,CG5962,Arr2
chr3L,12114415,12114476,-,s8079,2,3' UTRs,3' UTRs,CG5654,yps
chr3L,15131193,15131396,-,s8080,2,3' UTRs,CDS,CG6988,Pdi
chr3L,16652331,16667115,-,s8081,2,CDS,5' UTRs (AS),CG3971,Baldspot
chr3L,2564398,2567814,-,s8082,2,CDS,CDS,CG16973,msn
chr3L,5212051,5212385,-,s8083,2,CDS,5' UTRs,CG32423,shep
chr3L,4122255,4122343,-,s8084,2,5' UTRs,5' UTRs,CG14996,Chd64
chr3L,17745041,17745274,-,s8085,2,3' UTRs,3' UTRs,CG5992,Adgf-A
chr3L,17893259,17895216,-,s8086,2,CDS,5' UTRs,CG5485,Prestin
chr3L,15812227,15813271,-,s8087,2,3' UTRs,3' UTRs,CG6151,flower
chr3L,454110,508799,-,s8088,2,CDS,5' UTRs,CG17046,klar
chr3L,9488362,9488569,-,s8089,2,3' UTRs,3' UTRs,CG3424,path
chr3L,11073528,11078808,-,s8090,2,3' UTRs,CDS,CG6297,JIL-1
chr3L,1772188,1772364,-,s8091,2,3' UTRs,3' UTRs,CG15804,Dhc62B
chr3L,3457216,3460587,-,s8092,2,CDS,5' UTRs,CG10840,eIF5B
chr3L,9488172,9488448,-,s8093,2,3' UTRs,3' UTRs,CG3424,path
chr3L,15811942,15812719,-,s8094,2,3' UTRs,3' UTRs,CG6151,flower
chr3L,6161846,6162041,-,s8095,2,other,other,CG10289,CG10289
chr3L,15131183,15131443,-,s8096,2,3' UTRs,CDS,CG6988,Pdi
chr3L,21524859,21526286,-,s8097,2,CDS,5' UTRs,CG7184,Mkrn1
chr3L,434931,435128,-,s8098,2,3' UTRs,CDS,CG17046,klar
chr3L,13534590,13595576,-,s8099,2,CDS,CDS,FBgn0262350,NA
chr3L,16670359,16670773,-,s8100,2,3' UTRs,3' UTRs,CG3849,Lasp
chr3L,4064900,4065078,-,s8101,2,3' UTRs,3' UTRs,CG10776,wit
chr3L,10188920,10189071,-,s8102,2,CDS,CDS,CG6611,ect
chr3L,2787220,2872750,-,s8103,2,3' UTRs,5' UTRs,CG43444,NA
chr3L,8427458,8428145,-,s8104,2,3' UTRs,CDS,FBgn0035895,Unr-RA
chr3L,11760537,11761871,-,s8105,2,3' UTRs,CDS,CG6004,Muc68D
chr3L,3913627,3914002,-,s8106,2,CDS,CDS,CG15855,Eip63F-1
chr3L,13597621,13601946,-,s8107,2,introns,CDS,FBgn0262350,NA
chr3L,7359974,7360092,-,s8108,2,3' UTRs,3' UTRs,CG8582,Sh3beta
chr3L,12262630,12263224,-,s8109,2,3' UTRs (AS),3' UTRs,CG10335,Pbgs
chr3L,1772188,1772934,-,s8110,2,3' UTRs,CDS,CG15804,Dhc62B
chr3L,21265905,21273058,-,s8111,2,CDS,5' UTRs,CG9390,AcCoAS
chr3L,2787602,2787831,-,s8112,2,3' UTRs,3' UTRs,CG43444,NA
chr3L,5151862,5152436,-,s8113,2,3' UTRs,3' UTRs,CG32423,shep
chr3L,5151862,5152438,-,s8114,2,3' UTRs,3' UTRs,CG32423,shep
chr3L,8425705,8426135,-,s8115,2,3' UTRs,3' UTRs,FBgn0035895,Unr-RA
chr3L,16372177,16372565,-,s8116,2,3' UTRs,CDS,CG4753,CG4753
chr3L,187748,188093,-,s8117,2,other,3' UTRs,CG34140,CG34140
chr3L,2555903,2556089,-,s8118,2,3' UTRs,3' UTRs,CG16973,msn
chr3L,18661594,18662049,-,s8119,2,3' UTRs,3' UTRs,CG18811,CG18811
chr3L,8925566,8925939,-,s8120,2,3' UTRs,3' UTRs,FBgn0262573,NA
chr3L,8425430,8425517,-,s8121,2,other,other,FBgn0035895,Unr-RA
chr3L,5960697,5960843,-,s8122,2,3' UTRs,3' UTRs,CG10479,CG10479
chr3L,11820971,11821217,-,s8123,2,CDS,CDS,CG5940,CycA
chr3L,12405112,12405556,-,s8124,2,CDS,CDS,CG32103,CG32103
chr3L,11032719,11033168,-,s8125,2,CDS,5' UTRs,FBgn0036115,CG6327-RC
chr3L,8965269,8965489,-,s8126,2,3' UTRs,CDS,CG5651,pix
chr3L,9503566,9504401,-,s8127,2,CDS,5' UTRs,CG3395,RpS9
chr3L,16992840,16993112,-,s8128,2,CDS,CDS,CG3764,CG3764
chr3L,20266088,20271970,-,s8129,2,CDS,CDS,CG32227,gogo
chr3L,20270285,20271970,-,s8130,2,CDS,CDS,CG32227,gogo
chr3L,19153269,19153785,-,s8131,2,introns,5' UTRs,CG9739,fz2
chr3L,14407181,14410295,-,s8132,2,CDS,5' UTRs,CG42230,bbg
chr3L,15938465,15938875,-,s8133,2,introns,introns,CG6117,Pka-C3
chr3L,370608,373895,-,s8134,2,CDS,CDS,CG42865,trh
chr3L,5583302,5583633,-,s8135,2,3' UTRs,3' UTRs,CG10594,spo
chr3L,6160776,6161024,-,s8136,2,other,other,CG10289,CG10289
chr3L,20998079,21018648,-,s8137,2,CDS,5' UTRs,CG9936,skd
chr3L,15496861,15497748,-,s8138,2,3' UTRs,CDS,CG7857,CG7857
chr3L,4617046,4617438,-,s8139,2,introns,introns,CG43225,axo
chr3L,8138947,8139551,-,s8140,2,CDS,5' UTRs,CG13676,CG13676
chr3L,16396668,16396918,-,s8141,2,3' UTRs,3' UTRs,CG4609,fax
chr3L,7811179,7813129,-,s8142,2,CDS,CDS,CG17888,Pdp1
chr3L,15044168,15044323,-,s8143,2,introns,introns,CG12310,CG12310
chr3L,17033540,17033701,-,s8144,2,CDS,CDS,CG33522,scaf6
chr3L,16641569,16641837,-,s8145,2,5' UTRs,other,CG4032,Abl
chr3L,11105518,11105718,-,s8146,2,3' UTRs,CDS,CG11793,Sod
chr3L,18923166,18926152,-,s8147,2,CDS,5' UTRs,CG32204,CG32204
chr3L,8409034,8414366,-,s8148,2,3' UTRs,5' UTRs,CG32354,CG32354
chr3L,20988553,20988827,-,s8149,2,3' UTRs,CDS,CG9936,skd
chr3L,16501006,16501714,-,s8150,2,CDS,CDS,CG43373,CG42513
chr3L,11107528,11108018,-,s8151,2,3' UTRs,3' UTRs,CG11793,Sod
chr3L,18050164,18051198,-,s8152,2,introns,introns,CG8127,Eip75B
chr3L,19632138,19632510,-,s8153,2,introns,introns,CG8786,CG8786
chr3L,23140833,23142320,-,s8154,2,3' UTRs,CDS,CG32350,CG32350
chr3L,5150875,5151182,-,s8155,2,3' UTRs,3' UTRs,CG32423,shep
chr3L,188451,188707,-,s8156,2,3' UTRs,CDS,CG34140,CG34140
chr3L,19617758,19618045,-,s8157,2,3' UTRs,3' UTRs,CG8789,wnd
chr3L,2788154,2788470,-,s8158,2,3' UTRs,3' UTRs,CG43444,NA
chr3L,6226878,6227160,-,s8159,2,CDS,5' UTRs,CG42714,CG42714
chr3L,8426159,8426552,-,s8160,2,3' UTRs,3' UTRs,FBgn0035895,Unr-RA
chr3L,8933320,8933958,-,s8161,2,3' UTRs,3' UTRs,FBgn0262573,NA
chr3L,9061933,9062641,-,s8162,2,other,other,CG4911,CG4911
chr3L,15812547,15812719,-,s8163,2,3' UTRs,3' UTRs,CG6169,Dcp2
chr3L,3401573,3402092,-,s8164,2,3' UTRs,3' UTRs,CG1921,sty
chr3L,3468223,3468513,-,s8165,2,3' UTRs,3' UTRs,CG14971,CG14971
chr3L,16366584,16366910,-,s8166,2,3' UTRs,3' UTRs,CG16807,roq
chr3L,18983563,18983913,-,s8167,2,3' UTRs,3' UTRs,CG34256,CG34256
chr3L,5160036,5161402,-,s8168,2,CDS,CDS,CG32423,shep
chr3L,10888526,10888847,-,s8169,2,3' UTRs,3' UTRs,CG6391,Aps
chr3L,11073420,11073731,-,s8170,2,3' UTRs,3' UTRs,CG6297,JIL-1
chr3L,1778636,1779135,-,s8171,2,other,3' UTRs,CG1977,alpha-Spec
chr3L,7486703,7487023,-,s8172,2,3' UTRs,CDS,CG4321,Cyp4d8
chr3L,15130967,15131185,-,s8173,2,3' UTRs,3' UTRs,CG6988,Pdi
chr3L,188332,191354,-,s8174,2,3' UTRs,CDS,CG34140,CG34140
chr3L,20521272,20521523,-,s8175,2,3' UTRs,3' UTRs,CG4786,Rcd2
chr3L,2768718,2769193,-,s8176,2,other,other,CG9977,CG9977
chr3L,4123687,4123996,-,s8177,2,3' UTRs,3' UTRs,CG14998,ens
chr3L,4823401,4825589,-,s8178,2,CDS,5' UTRs,FBgn0010349,Dhc64C-RA
chr3L,6162011,6162374,-,s8179,2,other,other,CG10289,CG10289
chr3L,9042193,9042417,-,s8180,2,3' UTRs,CDS,CG32031,Argk
chr3L,9061419,9061783,-,s8181,2,other,other,CG4911,CG4911
chr3L,18983390,18983835,-,s8182,2,3' UTRs,3' UTRs,CG34256,CG34256
chr3L,3910197,3910506,-,s8183,2,3' UTRs,3' UTRs,CG14981,mge
chr3L,16642730,16642941,-,s8184,2,3' UTRs,3' UTRs,CG3971,Baldspot
chr3L,20988531,20988724,-,s8185,2,3' UTRs,3' UTRs,CG9936,skd
chr3L,2137328,2138470,-,s8186,2,CDS,CDS,CG33484,zormin
chr3L,9061411,9061783,-,s8187,2,other,other,CG4911,CG4911
chr3L,16366340,16367046,-,s8188,2,3' UTRs,3' UTRs,CG16807,roq
chr3L,16642724,16642957,-,s8189,2,3' UTRs,3' UTRs,CG3971,Baldspot
chr3L,17654248,17654837,-,s8190,2,other,3' UTRs,CG6064,TORC
chr3L,5153117,5153412,-,s8191,2,3' UTRs,3' UTRs,CG32423,shep
chr3L,5594357,5594693,-,s8192,2,3' UTRs,3' UTRs,CG10590,CG10590
chr3L,16367002,16367225,-,s8193,2,3' UTRs,3' UTRs,CG16807,roq
chr3L,21749379,21749551,-,s8194,2,introns,introns,CG7152,Syn1
chr3L,5151208,5151475,-,s8195,2,3' UTRs,3' UTRs,CG32423,shep
chr3L,5594224,5594674,-,s8196,2,3' UTRs,3' UTRs,CG10590,CG10590
chr3L,6026742,6027031,-,s8197,2,other,CDS,CG10477,CG10477
chr3L,9097392,9098074,-,s8198,2,introns,introns,CG4760,bol
chr3L,13853357,13853563,-,s8199,2,3' UTRs,3' UTRs,CG8745,CG8745
chr3L,19887688,19887923,-,s8200,2,CDS,5' UTRs,CG32217,Su(Tpl)
chr3L,21275127,21275302,-,s8201,2,3' UTRs,3' UTRs,CG12974,CG12974
chr3L,9062188,9062446,-,s8202,2,other,other,CG4911,CG4911
chr3L,19772582,19773379,-,s8203,2,introns,5' UTRs,CG14102,CG14102
chr3L,4656561,4675229,-,s8204,2,CDS,CDS,CG43225,axo
chr3L,16367586,16367769,-,s8205,2,3' UTRs,CDS,CG16807,roq
chr2RHet,2902100,2915524,+,s8206,2,5' UTRs,CDS,CG10837,eIF-4B
chr2RHet,207046,240439,+,s8207,2,CDS,CDS,CG12559,rl
chr2RHet,1905054,1905146,+,s8208,2,CDS,CDS,CG42596,CG42596
chr2RHet,2784354,2800714,+,s8209,2,introns,CDS,CG17514,CG17514
chr2RHet,796084,796677,+,s8210,2,CDS (AS),CDS (AS),CG41265,l(2)41Ab
chr2RHet,1265916,1336288,+,s8211,2,introns (AS),other,CG42596,CG42596
chr2RHet,2911225,2915524,+,s8212,2,repeats,CDS,CG10837,eIF-4B
chr2RHet,3216089,3216295,+,s8213,2,introns,introns,CG40080,Haspin
chr2RHet,197437,207155,+,s8214,2,3' UTRs (AS),CDS,CG12559,rl
chr2RHet,232562,232695,+,s8215,2,CDS,CDS,CG12559,rl
chr2RHet,2902100,2903245,+,s8216,2,5' UTRs,CDS,CG10837,eIF-4B
chr2RHet,1085876,1086380,+,s8217,2,repeats (AS),other,CG41265,l(2)41Ab
chr2RHet,2902100,2912604,+,s8218,2,5' UTRs,CDS,CG10837,eIF-4B
chr2RHet,687005,687188,+,s8219,2,repeats,repeats,CG41265,l(2)41Ab
chr2RHet,3154310,3155516,+,s8220,2,CDS (AS),CDS (AS),CG40080,Haspin
chr2RHet,494263,495242,+,s8221,2,5' UTRs,CDS,CG41265,l(2)41Ab
chr2RHet,2819668,2821152,+,s8222,2,CDS,3' UTRs,CG17514,CG17514
chr2L,18455779,18455963,+,s8223,2,other,other,CG10174,Ntf-2r
chr2L,20612176,20612410,+,s8224,2,other,other,CG15475,CG15475
chr2L,2323384,2341094,+,s8225,2,5' UTRs,CDS,CG33955,eys
chr2L,21318128,21385397,+,s8226,2,CDS,CDS,CG8669,crc
chr2L,7348700,7349247,+,s8227,2,repeats,repeats,CG4969,Wnt6
chr2L,9790970,9791694,+,s8228,2,CDS,CDS,CG4036,CG4036
chr2L,4854399,4866130,+,s8229,2,introns,CDS,CG11926,CG11926
chr2L,18347736,18366907,+,s8230,2,introns,introns,CG5803,Fas3
chr2L,21125348,21128062,+,s8231,2,CDS,CDS,CG9256,Nhe2
chr2L,4324598,4324744,+,s8232,2,5' UTRs,5' UTRs,CG16857,CG16857
chr2L,20345526,20347699,+,s8233,2,CDS,3' UTRs,CG10076,spir
chr2L,16774451,16775853,+,s8234,2,CDS,CDS,CG17927,Mhc
chr2L,21633267,21637786,+,s8235,2,5' UTRs,CDS,CG1506,Ac3
chr2L,335416,338118,+,s8236,2,CDS,CDS,CG4574,Plc21C
chr2L,4303337,4308426,+,s8237,2,CDS,CDS,CG15427,tutl
chr2L,4396811,4399879,+,s8238,2,CDS,3' UTRs,CG3054,l(2)k05819
chr2L,4987908,4988848,+,s8239,2,CDS,CDS,CG34126,CG34126
chr2L,6616556,6616745,+,s8240,2,3' UTRs,3' UTRs,CG11050,CG11050
chr2L,3066507,3067914,+,s8241,2,CDS,3' UTRs,CG3523,CG3523
chr2L,14068868,14081746,+,s8242,2,CDS,CDS,CG32975,nAcRalpha-34E
chr2L,1600617,1603629,+,s8243,2,5' UTRs,CDS,CG14351,haf
chr2L,17400397,17402485,+,s8244,2,5' UTRs,CDS,CG5020,CLIP-190
chr2L,21124136,21129082,+,s8245,2,CDS,CDS,CG9256,Nhe2
chr2L,20066464,20069134,+,s8246,2,5' UTRs,CDS,CG13969,bwa
chr2L,10622698,10623266,+,s8247,2,CDS,CDS,CG31721,Trim9
chr2L,18051462,18065730,+,s8248,2,CDS,CDS,CG15151,rdo
chr2L,20334082,20340112,+,s8249,2,CDS,CDS,CG10076,spir
chr2L,21704460,21711410,+,s8250,2,CDS,CDS,CG31619,CG31619
chr2L,5206196,5206342,+,s8251,2,other,other,CG6081,Cyp28d2
chr2L,12162741,12163610,+,s8252,2,CDS,CDS,CG31760,CG31760
chr2L,16976491,16984818,+,s8253,2,5' UTRs,CDS,CG33179,beat-IIIb
chr2L,21716326,21725445,+,s8254,2,CDS,CDS,CG31619,CG31619
chr2L,2323384,2330834,+,s8255,2,5' UTRs,introns,CG33955,eys
chr2L,2338381,2341094,+,s8256,2,CDS,CDS,CG33955,eys
chr2L,6069111,6069489,+,s8257,2,5' UTRs,CDS,CG13993,CG13993
chr2L,8089559,8107880,+,s8258,2,repeats,CDS,FBgn0011219,Bsg-RH
chr2L,10427950,10428332,+,s8259,2,3' UTRs,3' UTRs,CG5183,KdelR
chr2L,1288134,1289728,+,s8260,2,CDS,CDS,CG5423,robo3
chr2L,13550332,13633540,+,s8261,2,5' UTRs,CDS,CG7147,kuz
chr2L,21273325,21281490,+,s8262,2,5' UTRs,CDS,CG8671,CG8671
chr2L,4079505,4107804,+,s8263,2,CDS,CDS,CG12676,ed
chr2L,8631028,8645222,+,s8264,2,CDS,CDS,CG18405,Sema-1a
chr2L,2346828,2347179,+,s8265,2,CDS,CDS,CG33955,eys
chr2L,3067398,3067859,+,s8266,2,CDS,3' UTRs,CG3523,CG3523
chr2L,17601454,17602703,+,s8267,2,CDS,CDS,CG5559,Sytalpha
chr2L,22741703,22742105,+,s8268,2,5' UTRs,5' UTRs,CG17715,CG17715
chr2L,9161132,9162708,+,s8269,2,CDS,CDS,CG32982,CG32982
chr2L,17925818,17926714,+,s8270,2,other,other,CG5674,CG5674
chr2L,18123350,18128966,+,s8271,2,5' UTRs,3' UTRs,CG5758,CG5758
chr2L,19643332,19717454,+,s8272,2,CDS,CDS,CG10443,Lar
chr2L,13208111,13208487,+,s8273,2,CDS,CDS,CG5547,Pect
chr2L,20748798,20749073,+,s8274,2,3' UTRs,3' UTRs,CG9320,ns4
chr2L,21716326,21720481,+,s8275,2,CDS,CDS,CG31619,CG31619
chr2L,12359602,12389670,+,s8276,2,CDS,CDS,CG43065,CG31763
chr2L,20339246,20345259,+,s8277,2,CDS,CDS,CG10076,spir
chr2L,2401891,2405057,+,s8278,2,5' UTRs,CDS,CG9887,VGlut
chr2L,2889675,2945792,+,s8279,2,5' UTRs,repeats,CG18627,betaggt-II
chr2L,4074515,4107804,+,s8280,2,CDS,CDS,CG12676,ed
chr2L,5146994,5155849,+,s8281,2,5' UTRs,CDS,CG42768,Msp-300
chr2L,5908314,5908935,+,s8282,2,5' UTRs,CDS,CG14001,bchs
chr2L,9272467,9291893,+,s8283,2,5' UTRs,other,CG3694,Ggamma30A
chr2L,2323384,2347179,+,s8284,2,5' UTRs,CDS,CG33955,eys
chr2L,17401114,17402639,+,s8285,2,CDS,introns,CG5020,CLIP-190
chr2L,11110970,11112334,+,s8286,2,CDS (AS),CDS (AS),CG4713,l(2)gd1
chr2L,14076581,14080734,+,s8287,2,CDS,CDS,CG32975,nAcRalpha-34E
chr2L,16784667,16786814,+,s8288,2,CDS,CDS,CG17927,Mhc
chr2L,3760069,3763205,+,s8289,2,5' UTRs,CDS,CG31772,CG31772
chr2L,6190440,6192859,+,s8290,2,5' UTRs,CDS,CG34380,CG34380
chr2L,9238959,9243900,+,s8291,2,CDS,CDS,CG13109,tai
chr2L,11274119,11274425,+,s8292,2,5' UTRs,5' UTRs,CG33694,cana
chr2L,1933807,1937583,+,s8293,2,CDS,CDS,CG7337,CG7337
chr2L,3810194,3810453,+,s8294,2,other,other,CG3920,l(2)k16918
chr2L,8563740,8645222,+,s8295,2,5' UTRs,CDS,CG18405,Sema-1a
chr2L,16350967,16351653,+,s8296,2,introns (AS),introns (AS),CG4455,CG4455
chr2L,16768585,16771141,+,s8297,2,5' UTRs,CDS,CG17927,Mhc
chr2L,1741661,1743540,+,s8298,2,5' UTRs,CDS,CG17646,CG17646
chr2L,6908122,6908243,+,s8299,2,5' UTRs,CDS,CG10354,Rat1
chr2L,8662440,8665518,+,s8300,2,CDS,CDS,CG18405,Sema-1a
chr2L,18123350,18126839,+,s8301,2,5' UTRs,CDS,CG5758,CG5758
chr2L,113763,114174,+,s8302,2,3' UTRs,3' UTRs,CG2674,Sam-S
chr2L,1741661,1745361,+,s8303,2,5' UTRs,CDS,CG17646,CG17646
chr2L,21712770,21713308,+,s8304,2,CDS,CDS,CG31619,CG31619
chr2L,22160191,22163106,+,s8305,2,introns,3' UTRs,CG42748,CG42748
chr2L,11274772,11275011,+,s8306,2,5' UTRs,5' UTRs,CG33694,cana
chr2L,13578202,13610578,+,s8307,2,CDS,CDS,CG7147,kuz
chr2L,17737965,17739713,+,s8308,2,CDS (AS),5' UTRs (AS),CG43231,
chr2L,22817715,22823845,+,s8309,2,5' UTRs,introns,CG18028,lt
chr2L,2945031,2945792,+,s8310,2,5' UTRs,repeats,CG8817,lilli
chr2L,6272751,6278784,+,s8311,2,5' UTRs,CDS,CG33531,Ddr
chr2L,8108634,8108892,+,s8312,2,3' UTRs,3' UTRs,FBgn0011219,Bsg-RH
chr2L,8660283,8660759,+,s8313,2,CDS,CDS,CG18405,Sema-1a
chr2L,22905189,22905439,+,s8314,2,CDS (AS),CDS (AS),CG17678,cta
chr2L,1855365,1855797,+,s8315,2,CDS,CDS,CG31665,CG31665
chr2L,21128064,21128739,+,s8316,2,introns,introns,CG9256,Nhe2
chr2L,7182901,7183054,+,s8317,2,introns,introns,CG4495,CG4495
chr2L,8640588,8656506,+,s8318,2,CDS,CDS,CG18405,Sema-1a
chr2L,9462420,9462655,+,s8319,2,3' UTRs,3' UTRs,CG3779,numb
chr2L,17516548,17517555,+,s8320,2,CDS,CDS,CG5526,Dhc36C
chr2L,5988674,5988781,+,s8321,2,3' UTRs,3' UTRs,CG9078,ifc
chr2L,10233482,10239585,+,s8322,2,CDS,CDS,CG4912,eEF1delta
chr2L,16621837,16652912,+,s8323,2,5' UTRs,CDS,CG42389,CG42389
chr2L,22257654,22325846,+,s8324,2,CDS,5' UTRs,CG3278,Tif-IA
chr2L,2993546,2997059,+,s8325,2,5' UTRs,CDS,CG3558,CG3558
chr2L,12240869,12282562,+,s8326,2,5' UTRs,CDS,CG31762,aret
chr2L,16661862,16662153,+,s8327,2,3' UTRs,other,CG42389,CG42389
chr2L,20750319,20750524,+,s8328,2,3' UTRs,3' UTRs,CG9320,ns4
chr2L,21160505,21160729,+,s8329,2,CDS,3' UTRs,CG9248,CG9248
chr2L,2230402,2230802,+,s8330,2,3' UTRs,3' UTRs,CG7085,l(2)s5379
chr2L,22884841,22885185,+,s8331,2,3' UTRs,other,CG17678,cta
chr2L,8407992,8408151,+,s8332,2,3' UTRs,repeats,CG13387,emb
chr2L,20063537,20064154,+,s8333,2,CDS,3' UTRs,CG10895,lok
chr2L,22357737,22357947,+,s8334,2,introns,introns,CG17018,CG17018
chr2L,2840976,2857576,+,s8335,2,5' UTRs,5' UTRs,CG2975,CG2975
chr2L,13208111,13208360,+,s8336,2,CDS,CDS,CG5547,Pect
chr2L,19172157,19172499,+,s8337,2,3' UTRs,3' UTRs,CG10719,brat
chr2L,871342,872080,+,s8338,2,5' UTRs,CDS,CG33526,PNUTS
chr2L,9177126,9191813,+,s8339,2,5' UTRs,CDS,CG13108,CG13108
chr2L,17516548,17519945,+,s8340,2,CDS,CDS,CG5526,Dhc36C
chr2L,8660432,8660759,+,s8341,2,CDS,CDS,CG18405,Sema-1a
chr2L,19806887,19887320,+,s8342,2,introns,5' UTRs,FBgn0260966,sick-RB
chr2L,2811794,2812044,+,s8343,2,3' UTRs,3' UTRs,CG16987,daw
